Abacion magnum
Microtus savii
Microlepia szechuanica
Microgale talazaci
Micrurus tschudii
Microbacterium testaceum
Microgadus tomcod
Microtus tatricus
Microcebus tavaratra
Microtus townsendii
Micromelo undatus
Microtus umbrosus
Micropogonias undulatus
Micranthes virginiensis
Micromonospora viridifaciens
Microstegium vimineum
Microcystis viridis
Micrathene whitneyi
Microtus xanthognathus
Micromonospora zionensis
Midichloria mitochondrii
Miichthys miiuy
Milvago chimachima
Millepora dichotoma
Millerozyma farinosa
Millardia meltada
Miltoniopsis phalaenopsis
Milleria quinqueflora
Milnesium tardigradum
Miltoniopsis warscewiczii
Mimosestes amicus
Mimusops elengi
Mimus macdonaldi
Mimosestes mimosae
Mimachlamys nobilis
Mimulus platycalyx
Mimus polyglottos
Mimosa pudica
Mimulus ringens
Mimus trifasciatus
Miniopterus australis
Minimugil cascasia
Miniopterus fraterculus
Miniopterus fuliginosus
Miniopterus inflatus
Miniopterus macrocneme
Minytrema melanops
Minuca minax
Miniopterus natalensis
Miniopterus orianae
Minuca pugnax
Miniopterus schreibersii
Miniopterus tristis
Miomantis paykullii
Miopithecus talapoin
Miramella alpina
Mirounga angustirostris
Mirza coquereli
Mirocaris fortunata
Mirabilis jalapa
Mirounga leonina
Mirabilis nyctaginea
Mirza zaza
Misgurnus anguillicaudatus
Misgurnus bipartitus
Missulena bradleyi
Misgurnus fossilis
Misumenoides formosipes
Mischocyttarus mexicanus
Misgurnus mizolepis
Misgurnus mohoity
Misgurnus nikolskyi
Misumenops rapaensis
Miscanthus sinensis
Misumena vatia
Mitella acerina
Mitrocoma cellularia
Mithraculus forceps
Mitella furusei
Mitu mitu
Mitsukurina owstoni
Mitella pauciflora
Mitchella repens
Mixophyes coggeri
Mixia osmundae
Mizuhopecten yessoensis
Mnemiopsis leidyi
Mniotilta varia
Mobula birostris
Mobiluncus curtisii
Mobula eregoodootenkee
Mobula japanica
Mobula kuhlii
Mobula thurstoni
Modiolus americanus
Modiolus brasiliensis
Modestobacter marinus
Modiolus metcalfei
Modiolus modiolus
Modiolus nipponicus
Mogurnda adspersa
Mogera imaizumii
Mogera insularis
Mogera tokudae
Mogera wogura
Moho nobilis
Molossus ater
Molothrus aeneus
Molpadia arenicola
Molothrus ater
Molothrus bonariensis
Molinia caerulea
Moloch horridus
Molineria latifolia
Molgula manhattensis
Mola mola
Molossus molossus
Molva molva
Molgula oculata
Molothrus oryzivorus
Molothrus rufoaxillaris
Molgula tectiformis
Mollugo verticillata
Momordica balsamina
Momordica charantia
Momordica cochinchinensis
Monarda menthifolia
Momotus mexicanus
Momotus momota
Momordica repens
Monanchora arbuscula
Monodelphis adusta
Monomorphina aenigmatica
Monoporeia affinis
Monocystis agilis
Monopterus albus
Monetaria annulus
Montrichardia arborescens
Monochamus alternatus
Monocentropus balfouri
Monosiga brevicollis
Monodelphis brevicaudata
Montinia caryophyllacea
Monotrete cochinchinensis
Monolopia congdonii
Montipora capitata
Monodaeus couchii
Monarda didyma
Monodelphis domestica
Montipora efflorescens
Monodelphis emiliae
Monomorium ergatogyna
Moniezia expansa
Monarda fistulosa
Monema flavescens
Monoclea forsteri
Monilinia fructicola
Monochamus galloprovincialis
Moneilema gigas
Monotaxis grandoculis
Monolopia gracilens
Monticola gularis
Monochoria hastata
Monocentris japonica
Monodelphis kunsi
Monocelis lineata
Moniliformis moniliformis
Monachus monachus
Monodon monoceros
Monolepta nigrotibialis
Montifringilla nivalis
Monactis pallatangensis
Moniliophthora perniciosa
Monomorium pharaonis
Monascus pilosus
Monophyllus plethodon
Monoplex parthenopeus
Monascus purpureus
Monophyllus redmani
Moniliophthora roreri
Monascus ruber
Montanoa revealii
Monticola saxatilis
Monticola sharpei
Monticola solitarius
Monotoca scoparia
Monochamus sutor
Monodelphis theresa
Monotropa uniflora
Monochoria vaginalis
Monsonia vanderietiae
Moolgarda cunnesius
Moolgarda seheli
Moorella thermoacetica
Mopalia ciliata
Mopalia hindsii
Mops leucostigma
Mopalia lignosa
Mopalia muscosa
Mopalia plumosa
Moquiniella rubra
Moritella abyssi
Morus alba
Morone americana
Morunasaurus annularis
Mortierella alpina
Moricandia arvensis
Morus bassanus
Mormopterus beccarii
Mormoops blainvillei
Moraxella bovis
Moraxella catarrhalis
Morella cerifera
Morone chrysops
Morinda citrifolia
Morus capensis
Moritziella castaneivora
Moranella endobia
Morus indica
Mortierella isabellina
Moritella japonica
Mormopterus kalinowskii
Moraxella lacunata
Morina longifolia
Mormoops megalophylla
Moritella marina
Morganella morganii
Mordacia mordax
Morus nigra
Moraxella nonliquefaciens
Moringa oleifera
Moraxella osloensis
Moritella profunda
Morus rubra
Morone saxatilis
Morelia spilota
Moraea sisyrinchium
Moraea spathulata
Morelia viridis
Moschus berezovskii
Moschus chrysogaster
Moschus fuscus
Mosquitoxylum jamaicense
Moschus leucogaster
Moschus moschiferus
Motacilla aguimp
Motacilla alba
Motacilla capensis
Motacilla cinerea
Motacilla clara
Motacilla citreola
Motacilla flava
Motacilla madaraspatensis
Mougeotia scalaris
Mus musculus
Moxostoma congestum
Mucor circinelloides
Mucor javanicus
Mucor mucedo
Mucuna pruriens
Mucor thermohyalospora
Mugil cephalus
Mugil curema
Muilla coronata
Muilla maritima
Muilla transmontana
Mullus surmuletus
Muntingia calabura
Muntiacus crinifrons
Mungotictis decemlineata
Muntiacus feae
Muntiacus gongshanensis
Mungos mungo
Muntiacus muntjak
Munida quadrispina
Muntiacus reevesi
Muntiacus vuquangensis
Muraenesox bagio
Murex brandaris
Muraenesox cinereus
Muricea crassa
Murina cyclotis
Muraenoclinus dorsalis
Murina florium
Muraena helena
Murdannia keisak
Murraya koenigii
Murina leucogaster
Murexia longicaudata
Murexechinus melanurus
Muricea purpurea
Muricauda ruestringensis
Murina suilla
Musa acuminata
Mussa angulosa
Mustela altaica
Mustelus antarcticus
Muscari armeniacum
Musca autumnalis
Muscardinus avellanarius
Musa balbisiana
Musa beccarii
Musa banksii
Muscari botryoides
Mustelus canis
Mus cervicolor
Mus cookii
Mus caroli
Musca domestica
Mustela erminea
Mustela eversmannii
Mussaenda erythrophylla
Mustela frenata
Mustelus griseus
Musonycteris harrisoni
Mustela itatsi
Mustela kathiah
Mustela lutreola
Mus macedonicus
Mus minutoides
Mustelus manazo
Muscari neglectum
Mustela nigripes
Mustela nivalis
Musa ornata
Mus pahari
Mus platythrix
Mus poschiavinus
Musa paradisiaca
Mustela putorius
Mus saxicola
Mustela sibirica
Mustelus schmitti
Mus spicilegus
Mus spretus
Muscicapa striata
Musa textilis
Mus terricolor
Musophaga violacea
Musca vitripennis
Mutisia acuminata
Mya arenaria
Myadestes townsendi
Mycobacterium africanum
Mycobacterium avium
Mycoplasma arthritidis
Mycoplasma agalactiae
Mycobacteroides abscessus
Mycolicibacterium agri
Mycteria americana
Mycolicibacterium austroafricanum
Mycoplasma arginini
Mycobacterium asiaticum
Mycolicibacterium aurum
Mycoplasma bovis
Mycobacterium bovis
Mycoplasma cynos
Mycoplasma capricolum
Mycobacterium celatum
Mycobacteroides chelonae
Mycolicibacterium chitae
Mycoplasma crocodyli
Mycobacterium chubuense
Mycobacterium canettii
Mycoplasma conjunctivae
Mycolicibacterium chubuense
Mycoplana dimorpha
Mycena epipterygia
Mycolicibacterium fallax
Mycoplasma fermentans
Mycoplasma flocculare
Mycolicibacterium fortuitum
Mycolicibacterium flavescens
Mycoplasma gallisepticum
Mycobacterium goodii
Mycoplasma genitalium
Mycolicibacterium gilvum
Mycobacterium genavense
Mycobacterium gordonae
Mycobacterium gastri
Mycoplasma hyopneumoniae
Mycoplasma haemolamae
Mycolicibacterium hassiacum
Mycoplasma hyorhinis
Mycoplasma haemofelis
Mycoplasma haemocanis
Mycoplasma hominis
Mychonastes homosphaera
Mycobacterium intracellulare
Mycoplasma incognitus
Mycoplasma iowae
Mychonastes jurisii
Mycobacterium kansasii
Mycobacterium liflandii
Mycoplasma leachii
Mycale laevis
Mycobacterium leprae
Mycobacterium lepraemurium
Mycale laxissima
Mycobacterium malmoense
Mycobacterium marinum
Mycalesis mineus
Mycoplasma mobile
Mycoplasma mycoides
Mycolicibacterium neoaurum
Mycobacterium nonchromogenicum
Mycolicibacterium paratuberculosis
Mycoplasma pneumoniae
Mycobacterium paratuberculosis
Mycoplasma penetrans
Mycolicibacterium parafortuitum
Mycolicibacterium phlei
Mycoplasma pirum
Mycoplasma putrefaciens
Mycoplasma pulmonis
Mycolicibacterium peregrinum
Mycolicibacterium pulveris
Mycoplana ramosa
Mycolicibacterium rhodesiae
Mycolicibacterium smegmatis
Mycoplasma suis
Mycoplasma synoviae
Mycoplasma salivarium
Mycobacterium scrofulaceum
Mycolicibacter sinensis
Mycobacterium shimoidei
Mycobacterium simiae
Mycetinis scorodonius
Mycobacterium szulgai
Mycolicibacterium thermoresistibile
Mycobacterium tuberculosis
Myceliophthora thermophila
Mycobacterium ulcerans
Mycolicibacterium vaccae
Mycena viridimarginata
Mycolicibacterium vanbaalenii
Mycoplasma wenyonii
Mycobacterium xenopi
Mydaus javanensis
Mydaus marchei
Myiomela albiventris
Myiarchus cinerascens
Myiarchus crinitus
Myiodynastes luteiventris
Myiopsitta monachus
Myioborus pictus
Myiagra ruficollis
Myiarchus tuberculifer
Myiarchus tyrannulus
Mylabris cichorii
Mylodon darwinii
Mylopharyngodon piceus
Myotis alcathoe
Myotis adversus
Myoxocephalus aenaeus
Myodes andersoni
Myotis albescens
Myotis annectans
Myoprocta acouchy
Myosotis arvensis
Myospalax aspalax
Myotis auriculus
Myonycteris brachycephala
Myotis bocagii
Myotis bechsteinii
Myotragus balearicus
Myotis blythii
Myotis brandtii
Myotis capaccinii
Myotis chinensis
Myotis ciliolabrum
Myotis californicus
Myocastor coypus
Myotis daubentonii
Myotis dominicensis
Myotis davidii
Myotis dasycneme
Myotis emarginatus
Myotis evotis
Myotis formosus
Myotis frater
Myodes glareolus
Myotis goudoti
Myodes gapperi
Myotis hasseltii
Myotis horsfieldii
Myotis ikonnikovi
Myotis keaysi
Myosorex kihaulei
Myotis keenii
Myotis leibii
Myotis lucifugus
Myotis levis
Myotis macrotarsus
Myotis macrodactylus
Myoictis melas
Myoporum montanum
Myotis montivagus
Myotis macropus
Myotis mystacinus
Myotis muricola
Myotis myotis
Myotis nattereri
Myotis nigricans
Myoxocephalus octodecemspinosus
Myotis oxyotus
Myotis oxygnathus
Myoprocta pratti
Myotis pruinosus
Myospalax psilurus
Myonycteris relicta
Myodes rufocanus
Myodes regulus
Myotis ricketti
Myotis riparius
Myodes rutilus
Myotis ruber
Myotis sicarius
Myoxocephalus scorpius
Myopus schisticolor
Myotis simus
Myodes smithii
Myotis scotti
Myotis thysanodes
Myonycteris torquata
Myotis tricolor
Myotis velifer
Myotis vivesi
Myotis volans
Myoictis wallacei
Myotis welwitschii
Myotis yanbarensis
Myotis yumanensis
Myrmotherula axillaris
Myrmecia banksi
Myripristis berndti
Myrmeciza berlepschi
Myrichthys breviceps
Myrichthys colubrinus
Myrmecia croslandi
Myrmecobius fasciatus
Myristica fragrans
Myrmecia forficata
Myrmecia froggatti
Myriochila fastidiosa
Myrmecia fulvipes
Myrmecia gulosa
Myrmotherula hauxwelli
Myrmeleon hyalinus
Myrmeleon immanis
Myrmeleon inconspicuus
Myripristis jacobus
Myriopteris lanosa
Myrmotherula leucophthalma
Myriopteris lindheimeri
Myrmotherula longipennis
Myrichthys maculosus
Myrmecia nigriceps
Myrichthys ocellatus
Myroides odoratus
Myrmecia tarsata
Myrmecia picta
Myrmecia pilosula
Myrmecia pyriformis
Myrmica rubra
Myrmica ruginodis
Myrmecophaga tridactyla
Myriochila undulata
Myripristis violacea
Mystromys albicaudatus
Mystus bleekeri
Mystus cavasius
Mysis diluviana
Mystacides interjectus
Mysis relicta
Mystus rhegma
Mysis salemaai
Mystacina tuberculata
Mystus vittatus
Mytilus californianus
Mytilus chilensis
Mythimna convecta
Mytilus coruscus
Mytella charruana
Mytilus edulis
Mytilus galloprovincialis
Mythimna separata
Mytilus trossulus
Mythimna unipuncta
Myurella affinis
Myurella nebulosa
Myxocyprinus asiaticus
Myxococcus fulvus
Myxine glutinosa
Myxilla incrustans
Myxicola infundibulum
Myxococcus stipitatus
Myxococcus xanthus
Myzopoda aurita
Myzomela erythrocephala
Myzopsetta ferruginea
Myzus persicae
Myzostoma seymourcollegiorum
Nadata gibbosa
Naegleria andersoni
Naemorhedus baileyi
Naemorhedus caudatus
Naegleria fowleri
Naegleria gruberi
Naegleria lovaniensis
Naegleria pringsheimi
Naganishia albida
Nais elinguis
Naja anchietae
Naja atra
Naja christyi
Naja annulifera
Naja kaouthia
Naja melanoleuca
Naja mossambica
Naja multifasciata
Naja naja
Naja nigricollis
Naja nivea
Naja oxiana
Naja pallida
Naja philippinensis
Naja samarensis
Naja sagittifera
Naja sputatrix
Nakamurella multipartita
Nakataea oryzae
Namaquaphasma ookiepense
Nannacara anomala
Nansenia ardesiaca
Nannochloris bacillaris
Nandinia binotata
Nanger dama
Nandina domestica
Nanoarchaeum equitans
Nannospalax galili
Nannochloropsis gaditana
Nanger granti
Nandopsis haitiensis
Nanotrachia intermedia
Nanorana pleskei
Nannophya pygmaea
Nanorana quadranus
Nanger soemmerringii
Nanobsidianus stetteri
Nanorana taihangnica
Nandopsis tetracanthus
Nanorana yunnanensis
Napaeozapus insignis
Narceus annularis
Narcissus bulbocodium
Narcissus cavanillesii
Narcissus elegans
Narcine entemedor
Narella hawaiiensis
Narke japonica
Narcissus jonquilla
Nardoa novaecaledoniae
Narcissus odorus
Narcissus papyraceus
Narcissus pseudonarcissus
Narcissus serotinus
Nardus stricta
Narcissus tazetta
Nargus velox
Nasturtium gambelii
Naso hexacanthus
Nasalis larvatus
Naso lituratus
Nasua nasua
Nassella neesiana
Nasturtium officinale
Nasikabatrachus sahyadrensis
Naso unicornis
Nasonia vitripennis
Nassella viridula
Natrialba asiatica
Natronobacterium gregoryi
Natalus jamaicensis
Natronomonas moolapensis
Natrialba magadii
Natalus major
Natrix maura
Natrix natrix
Natrinema pellirubrum
Natronomonas pharaonis
Natalus stramineus
Natrix tessellata
Natranaerobius thermophilus
Natalus tumidirostris
Naumovozyma castellii
Nauphoeta cinerea
Naumovozyma dairenensis
Nautilus macromphalus
Nauclea orientalis
Nautilia profundicola
Naupactus xanthographus
Navicula cryptocephala
Navicula phyllepta
Neaxius glyptocercus
Neanura muscorum
Nebria brevicollis
Nebria lacustris
Nebria louiseae
Necrophila americana
Necator americanus
Nectogale elegans
Nectria haematococca
Nectaroscilla hyacinthoides
Necromys lactens
Necrodes littoralis
Necromys lasiurus
Nectria lugdunensis
Necturus maculosus
Necrosyrtes monachus
Nectria ocellata
Necora puber
Necrobia rufipes
Nectomys squamipes
Necromys temchuki
Negaprion brevirostris
Negombata magnifica
Neglectella solitaria
Neisseria animalis
Neisseria cinerea
Neisseria elongata
Neisseria flavescens
Neisseria flava
Neisseria gonorrhoeae
Neisseria lactamica
Neisseria meningitidis
Neisseria mucosa
Neisseria perflava
Neisseria pharyngis
Neisseria polysaccharea
Neisseria sicca
Neisseria subflava
Nelusetta ayraudi
Nelsonia canescens
Nelumbo lutea
Nelsonia neotomodon
Nelumbo nucifera
Nematanthus albus
Nematodirus battus
Naemorhedus goral
Nemipterus japonicus
Nembrotha kubaryana
Nematocarcinus lanceopes
Nemateleotris magnifica
Nemophila menziesii
Nemopanthus mucronatus
Nematodirus oiratianus
Nematocida parisii
Nematodirus spathiger
Nemesia strumosa
Nemasoma varicorne
Nematostella vectensis
Neomaskellia andropogonis
Neonympha areolatus
Neotoma albigula
Neocirrhites armatus
Neomys anomalus
Neoponera apicalis
Neoniphon argenteus
Neotomodon alstoni
Neoniphon aurolineatus
Neoechinorhynchus brentnickoli
Neochauliodes bowringi
Neolamprologus brichardi
Neoromicia brunneus
Neotoma bryanti
Neospora caninum
Neotibicen canicularis
Neotrypaea californiensis
Neotoma cinerea
Neogalerucella calmariensis
Neophoca cinerea
Neocnus comes
Neoromicia capensis
Neocalanus cristatus
Neoceratitis cyanescens
Neocaridina denticulata
Neocnus dousman
Neobodo designis
Neotoma devia
Neophema elegans
Neocalanus flemingeri
Neosartorya fischeri
Neotoma floridana
Neomys fodiens
Neocallimastix frontalis
Neoceratodus forsteri
Neotoma fuscipes
Neoponera goeldii
Neoaliturus haematoceps
Neospora hughesi
Neosilurus hyrtlii
Neolecta irregularis
Neomysis integer
Neopagetopsis ionah
Neodon irene
Neoponera inversa
Neodon juldaschi
Neochen jubata
Neotrygon kuhlii
Neodiprion lecontei
Neotoma lepida
Neophascogale lorentzii
Neoglyphidodon melas
Neotoma macrotis
Neotoma mexicana
Neotoma micropus
Neophasia menapia
Neotragus moschatus
Neoniphon marianus
Neottia nidus-avis
Neofelis nebulosa
Neoglyphidodon nigroris
Neolithodes nipponensis
Neogonodactylus oerstedii
Neocallimastix patriciarum
Neophron percnopterus
Neophocaena phocaenoides
Neocalanus plumchrus
Neochauliodes punctatolosus
Neogalerucella pusilla
Neocyttus rhomboidalis
Neorickettsia risticii
Neostylopyga rhombifolia
Neoniphon sammara
Neomonachus schauinslandi
Neorickettsia sennetsu
Neoceratias spinifer
Neosalanx taihuensis
Neoaliturus tenellus
Neoconocephalus triops
Neoniphon vexillarium
Neovison vison
Nephelomys albigularis
Nepenthes alata
Neptunea antiqua
Nepeta cataria
Neptuniibacter caesariensis
Nephotettix cincticeps
Nephila clavipes
Nephila clavata
Nepenthes distillatoria
Nephrolepis exaltata
Nepeta faassenii
Nephrotoma ferruginea
Nepenthes gracilis
Nepenthes mirabilis
Nephotettix nigropictus
Nephrops norvegicus
Nephroselmis olivacea
Nephila pilipes
Nephus quadrimaculatus
Nepeta racemosa
Neptis rivularis
Neptis sappho
Nepeta tuberosa
Nephotettix virescens
Nerita albicilla
Nerine bowdenii
Nerium oleander
Nereimyra punctata
Neriene radiata
Nereis vexillosa
Nerita versicolor
Nereimyra woodsholea
Nesomys audeberti
Nesopsar nigerrimus
Nestor notabilis
Nesippus orientalis
Nettapus pulchellus
Netta rufina
Neurospora africana
Neurospora crassa
Neurotrichus gibbsii
Neurospora intermedia
Neuronema laminatum
Neurolaena lobata
Neurachne munroi
Neurospora sitophila
Neurospora tetrasperma
Neurachne tenuifolia
Neurospora terricola
Nezara viridula
Niastella koreensis
Nibea albiflora
Nibea coibor
Nicotiana acuminata
Nicotiana alata
Nicotiana attenuata
Nicotiana benthamiana
Nicotiana bigelovii
Nicotiana clevelandii
Nicotiana debneyi
Nicotiana glauca
Nicotiana glutinosa
Nicrophorus investigator
Nicipe juncifolia
Nicrophorus nepalensis
Nicrophorus orbicollis
Nicotiana otophora
Nicotiana paniculata
Nicandra physalodes
Nicotiana plumbaginifolia
Nicrophorus podagricus
Nicrophorus quadripunctatus
Nicotiana rustica
Nicotiana suaveolens
Nicotiana sylvestris
Nicrophorus tomentosus
Nicotiana tomentosiformis
Nicrophorus vespillo
Nicrophorus vespilloides
Nidirana okinavana
Nidirana pleuraden
Nigella damascena
Nigella sativa
Nigronia serricornis
Nihonotrypaea japonica
